airspeed_indicator_indicated_speed_kt,altimeter_indicated_altitude_ft,altimeter_pressure_alt_ft,attitude_indicator_indicated_pitch_deg,attitude_indicator_indicated_roll_deg,attitude_indicator_internal_pitch_deg,attitude_indicator_internal_roll_deg,encoder_indicated_altitude_ft,encoder_pressure_alt_ft,gps_indicated_altitude_ft,gps_indicated_ground_speed_kt,gps_indicated_vertical_speed,indicated_heading_deg,magnetic_compass_indicated_heading_deg,slip_skid_ball_indicated_slip_skid,turn_indicator_indicated_turn_rate,vertical_speed_indicator_indicated_speed_fpm,flight_aileron,flight_elevator,flight_rudder,flight_flaps,engine_throttle,Command_fault,Command
92.19931,3901.919922,3903.113525,7.062371,-0.21063,7.062371,-0.21063,3900.000244,3900,4168.008789,103.237213,1044.542358,157.428223,235.823624,0.053078,-0.025915,1057.704224,-3.68E-04,0.141184,0.069223,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.192749,3907.143555,3908.336914,7.076381,-0.266984,7.076381,-0.266984,3910.000244,3910,4173.085938,103.22065,1044.517212,157.661469,236.679108,0.058608,0.013374,1057.538452,0.003009,0.141247,0.062947,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.176865,3910.876465,3912.069824,7.087537,-0.182626,7.087537,-0.182626,3910.000244,3910,4176.713867,103.209068,1045.339355,157.817825,237.13858,0.06934,0.038607,1057.556641,0.003814,0.141528,0.051285,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.165123,3916.095459,3917.288818,7.092713,0.044149,7.092713,0.044149,3920.000244,3920,4181.799316,103.193008,1046.797852,157.913361,237.576141,0.087726,0.052005,1057.261475,0.002609,0.141751,0.043467,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.145187,3919.825928,3921.019287,7.088096,0.203954,7.088096,0.203954,3920.000244,3920,4185.435059,103.181625,1047.322266,157.869461,237.747787,0.095026,0.042651,1057.244263,-6.31E-04,0.141854,0.03869,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.136818,3925.19458,3926.387939,7.072745,0.297149,7.072745,0.297149,3920.000244,3920,4190.670898,103.165527,1046.715088,157.682098,237.799042,0.093812,0.008836,1057.121216,-0.002914,0.141762,0.040885,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.133606,3928.622314,3929.815918,7.060531,0.249386,7.060531,0.249386,3930.000244,3930,4194.012695,103.155548,1045.494995,157.5383,237.715698,0.084735,-0.015864,1056.9729,-0.004245,0.141455,0.050253,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.145157,3934.131836,3935.325195,7.046001,0.023877,7.046001,0.023877,3930.000244,3930,4199.378418,103.140213,1042.986694,157.391998,237.40004,0.065107,-0.03995,1056.585449,-0.003563,0.141211,0.057443,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.151466,3937.556152,3938.749512,7.041229,-0.149509,7.041229,-0.149509,3940.000244,3940,4202.708008,103.131172,1041.571777,157.389816,237.095657,0.054107,-0.03962,1056.367676,-3.41E-04,0.14092,0.064758,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.156876,3942.912598,3944.105957,7.046442,-0.338881,7.046442,-0.338881,3940.000244,3940,4207.912109,103.117706,1040.291382,157.527176,236.463501,0.047228,-0.015422,1055.939697,0.002136,0.140825,0.064867,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.147903,3948.411377,3949.604736,7.062196,-0.344342,7.062196,-0.344342,3950.000244,3950,4213.258301,103.104462,1040.665527,157.754913,235.635086,0.055302,0.022465,1055.343872,0.004841,0.140929,0.057999,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.135269,3951.973633,3953.166992,7.071866,-0.24004,7.071866,-0.24004,3950.000244,3950,4216.728516,103.096024,1041.609497,157.877136,235.014282,0.066248,0.041835,1054.843384,0.004919,0.141244,0.046613,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.116058,3957.31665,3958.510254,7.074075,-0.008486,7.074075,-0.008486,3960.000244,3960,4221.94043,103.083435,1043.019897,157.926086,233.982773,0.082715,0.047445,1054.259033,0.003429,0.141437,0.040501,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.106644,3960.877197,3962.070801,7.068296,0.124636,7.068296,0.124636,3960.000244,3960,4225.417969,103.075104,1043.342407,157.860291,233.241516,0.087954,0.034793,1053.898926,1.21E-04,0.141482,0.038054,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.095985,3966.070557,3967.263916,7.053796,0.180759,7.053796,0.180759,3970.000244,3970,4230.48877,103.063179,1042.60791,157.67482,232.103256,0.08415,0.001939,1053.55249,-0.001781,0.141366,0.041344,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.106041,3969.625732,3970.819092,7.042142,0.115642,7.042142,0.115642,3970.000244,3970,4233.961914,103.055298,1041.382324,157.539627,231.293381,0.074702,-0.020983,1053.072876,-0.002582,0.141076,0.050617,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.111145,3974.967529,3976.161133,7.030316,-0.098987,7.030316,-0.098987,3970.000244,3970,4239.163086,103.044083,1039.174438,157.429123,230.04834,0.056658,-0.038631,1052.952881,-0.001652,0.140843,0.057377,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.117355,3978.675049,3979.868408,7.027684,-0.265586,7.027684,-0.265586,3980.000244,3980,4242.769043,103.036758,1037.919067,157.448654,229.170792,0.047803,-0.034466,1052.801514,0.001414,0.140606,0.062902,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.136642,3983.851318,3985.044678,7.035572,-0.401972,7.035572,-0.401972,3980.000244,3980,4247.812012,103.027023,1037.129517,157.595047,227.938126,0.044459,-0.008772,1051.969116,0.003794,0.140554,0.061926,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.121193,3987.4021,3988.595459,7.04597,-0.3993,7.04597,-0.3993,3990.000244,3990,4251.269531,103.020584,1037.448608,157.73349,227.099304,0.04995,0.014457,1051.60144,0.005742,0.140711,0.054606,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.100266,3992.722412,3993.915771,7.058247,-0.248497,7.058247,-0.248497,3990.000244,3990,4256.459961,103.011063,1038.766113,157.893509,225.868576,0.065313,0.040122,1050.892212,0.005704,0.140919,0.047684,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.077927,3998.189453,3999.383057,7.059744,-0.020938,7.059744,-0.020938,4000.000244,4000,4261.801758,103.001274,1040.067505,157.913605,224.661362,0.079142,0.041377,1050.362183,0.00355,0.141165,0.039683,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.067459,4001.438232,4002.631836,7.05421,0.085584,7.05421,0.085584,4000.000244,4000,4264.97998,102.995468,1040.299316,157.847412,223.981232,0.082612,0.029085,1050.025635,2.99E-04,0.141195,0.038678,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.063866,4007.051758,4008.245361,7.038689,0.1189,7.038689,0.1189,4010.000244,4010,4270.46875,102.985657,1039.40625,157.65657,222.8862,0.077757,-0.004331,1049.701172,-0.001223,0.141084,0.041988,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.084435,4010.443848,4011.637207,7.028429,0.045927,7.028429,0.045927,4010.000244,4010,4273.787109,102.97995,1038.224731,157.543304,222.277145,0.068545,-0.023311,1049.248657,-0.001699,0.140774,0.05153,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.072929,4015.760498,4016.953857,7.019365,-0.159674,7.019365,-0.159674,4020.000244,4020,4278.973145,102.971535,1036.218384,157.463821,221.409927,0.052502,-0.035603,1049.087524,-6.56E-04,0.140569,0.057193,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.083817,4019.300781,4020.494141,7.018425,-0.300613,7.018425,-0.300613,4020.000244,4020,4282.425293,102.966278,1035.21875,157.49588,220.891769,0.0456,-0.029426,1048.807007,0.002281,0.140387,0.061167,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.078583,4024.608398,4025.801758,7.027074,-0.407127,7.027074,-0.407127,4020.000244,4020,4287.599609,102.958801,1034.660645,157.645905,220.207245,0.044812,-0.003291,1048.365356,0.004294,0.140369,0.059564,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.067764,4027.851563,4029.044922,7.035992,-0.391503,7.035992,-0.391503,4030.000244,4030,4290.76123,102.954361,1035.00293,157.761581,219.845657,0.049641,0.01604,1048.167847,0.005816,0.140541,0.052063,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.049713,4033.592285,4034.785645,7.046997,-0.224896,7.046997,-0.224896,4030.000244,4030,4296.371094,102.946541,1036.332275,157.903915,219.315948,0.065749,0.038631,1047.541626,0.005593,0.14072,0.046279,0,1, set /instrumentation/heading-indicator/serviceable true, fly_strait
92.027664,4038.890625,4040.084229,7.046347,-0.011616,7.046347,-0.011616,4040.000244,4040,4301.555664,102.939224,1037.256714,157.853882,218.959,0.08577,0.027837,1047.084595,0.003213,0.14094,0,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
91.978714,4042.421875,4043.615479,7.044004,0.080807,7.044004,0.080807,4040.000244,4040,4305.012695,102.933891,1036.794556,157.642929,218.792542,0.089064,-0.007675,1046.823486,1.66E-04,0.140927,0.002502,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
91.800316,4047.719238,4048.912598,7.06161,-0.006006,7.06161,-0.006006,4050.000244,4050,4310.191406,102.922836,1034.561157,157.202637,218.645126,0.070657,-0.077381,1046.539429,-0.001154,0.14088,0.013049,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
91.590134,4051.25,4052.443359,7.088484,-0.206542,7.088484,-0.206542,4050.000244,4050,4313.636719,102.911476,1032.731689,156.942963,218.608307,0.047432,-0.114974,1046.365967,8.60E-05,0.141232,0.035064,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
91.118401,4056.541016,4057.734619,7.149015,-0.590458,7.149015,-0.590458,4060.000244,4060,4318.79248,102.884567,1029.49707,156.786774,218.630127,0.01058,-0.128712,1045.954712,0.002951,0.14177,0.048048,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
90.706779,4060.062988,4061.256348,7.199564,-0.784917,7.199564,-0.784917,4060.000244,4060,4322.219727,102.857697,1026.944214,156.862137,218.687439,-0.004791,-0.107053,1045.470215,0.008435,0.14298,0.055857,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
89.973801,4065.333496,4066.526855,7.25528,-0.799088,7.25528,-0.799088,4060.000244,4060,4327.339355,102.800926,1020.342834,157.16571,218.827545,-0.007437,-0.043256,1044.314209,0.011213,0.143991,0.052089,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
89.191666,4070.151123,4071.344482,7.292163,-0.496313,7.292163,-0.496313,4070.000244,4070,4331.993164,102.729103,1010.019348,157.486832,219.009979,0.009108,0.019492,1042.86145,0.011416,0.145106,0.03691,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
88.500473,4074.074707,4075.268311,7.297876,-0.079875,7.297876,-0.079875,4070.000244,4070,4335.758789,102.654991,998.275085,157.663544,219.199249,0.030215,0.054144,1041.051758,0.00709,0.145843,0.020854,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
87.541023,4079.272705,4080.466309,7.253234,0.513347,7.253234,0.513347,4080.000244,4080,4340.697266,102.53389,976.340576,157.685364,219.512161,0.05395,0.061439,1037.502319,0.001141,0.145958,0.012019,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
86.896141,4082.707031,4083.900391,7.192222,0.831415,7.192222,0.831415,4080.000244,4080,4343.918945,102.438995,956.779785,157.571747,219.760788,0.060275,0.044,1034.074219,-0.007334,0.145065,0.010928,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
85.964424,4087.653809,4088.847168,7.071026,1.045516,7.071026,1.045516,4090.000244,4090,4348.484375,102.280838,921.353271,157.313889,220.179276,0.053505,0.002299,1027.002686,-0.011877,0.143844,0.016608,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
85.312263,4091.131836,4092.325439,6.957366,1.026233,6.957366,1.026233,4090.000244,4090,4351.630859,102.154045,891.433105,157.138123,220.514832,0.040579,-0.025788,1020.201965,-0.014936,0.141421,0.029501,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
84.395355,4096.02832,4097.22168,6.772413,0.815211,6.772413,0.815211,4100,4100,4355.965332,101.952232,842.965515,157.014587,221.041779,0.016525,-0.044387,1006.771729,-0.01466,0.139147,0.03829,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
83.803749,4099.207031,4100.400391,6.628107,0.637336,6.628107,0.637336,4100,4100,4358.715332,101.805611,807.877319,157.04425,221.415344,0.004577,-0.038351,995.239746,-0.011646,0.135448,0.044466,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
82.982109,4103.697266,4104.891113,6.409369,0.459852,6.409369,0.459852,4100,4100,4362.508301,101.575386,753.716309,157.229294,221.983231,-0.002123,-0.006802,974.229614,-0.009105,0.132562,0.042983,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
82.139534,4108.118164,4109.311523,6.159999,0.455671,6.159999,0.455671,4110,4110,4366.12793,101.319382,695.259277,157.50589,222.589188,0.006556,0.037626,947.425232,-0.006569,0.128187,0.033731,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
81.623947,4110.826172,4112.019531,5.988004,0.553264,5.988004,0.553264,4110,4110,4368.284668,101.146202,656.6427,157.670975,222.986511,0.016064,0.062648,927.399841,-0.00651,0.1232,0.019901,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
80.833328,4114.969238,4116.163086,5.709689,0.813228,5.709689,0.813228,4110,4110,4371.491699,100.852943,593.149841,157.831985,223.642609,0.038065,0.083457,890.029419,-0.007904,0.11976,0.011647,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
80.348015,4117.508789,4118.702148,5.508581,0.990975,5.508581,0.990975,4120,4120,4373.396484,100.653709,551.155945,157.848511,224.079834,0.047647,0.081561,862.381592,-0.011618,0.114194,0.003597,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
79.683449,4120.995605,4122.188965,5.207119,1.162201,5.207119,1.162201,4120,4120,4375.919434,100.351662,488.370239,157.761612,224.733444,0.05303,0.059918,817.622437,-0.014157,0.110172,0.00277,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
79.225456,4123.40918,4124.602539,4.962015,1.189739,4.962015,1.189739,4120,4120,4377.594238,100.119308,440.553833,157.647064,225.22937,0.049716,0.036027,780.740356,-0.016603,0.104142,0.007115,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
78.644386,4126.492676,4127.686523,4.623075,1.071975,4.623075,1.071975,4130,4130,4379.623535,99.787758,373.00885,157.494781,225.924957,0.036999,0.00507,724.613831,-0.016996,0.09924,0.012843,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
78.281822,4128.380371,4129.57373,4.385898,0.919364,4.385898,0.919364,4130,4130,4380.788574,99.561127,327.753326,157.433136,226.390091,0.026668,-0.0082,684.243286,-0.015314,0.092461,0.020457,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
77.795677,4130.878418,4132.071777,4.054897,0.663573,4.054897,0.663573,4130,4130,4382.217285,99.223648,262.221069,157.435257,227.062973,0.013172,-0.01142,620.653687,-0.013134,0.087718,0.023539,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
77.343109,4133.129883,4134.323242,3.704021,0.44124,3.704021,0.44124,4130,4130,4383.358398,98.869072,196.144348,157.543747,227.740509,0.007259,0.002998,549.849121,-0.00948,0.081098,0.023433,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
77.065422,4134.450195,4135.643555,3.466377,0.351945,3.466377,0.351945,4140,4140,4383.937012,98.629143,152.562454,157.653748,228.181,0.008371,0.018529,499.821106,-0.006303,0.07408,0.018008,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
76.670151,4136.199219,4137.392578,3.128023,0.335244,3.128023,0.335244,4140,4140,4384.546387,98.254677,87.03273,157.825546,228.840683,0.015887,0.042209,418.442078,-0.005028,0.069328,0.012508,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
76.435417,4137.149414,4138.342773,2.904701,0.38464,2.904701,0.38464,4140,4140,4384.765137,98.009315,46.066833,157.910416,229.25618,0.022614,0.052649,363.354248,-0.004789,0.06256,0.003918,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
76.115013,4138.304688,4139.498535,2.586009,0.50093,2.586009,0.50093,4140,4140,4384.841309,97.638535,-13.592009,157.964493,229.862518,0.031919,0.055711,277.892578,-0.005495,0.058094,-3.25E-04,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.939499,4138.853516,4140.046875,2.384783,0.56729,2.384783,0.56729,4140,4140,4384.743164,97.410774,-48.981495,157.951797,230.22374,0.034929,0.050033,224.519043,-0.007156,0.05172,-0.003029,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.671272,4139.525391,4140.71875,2.047442,0.618281,2.047442,0.618281,4140,4140,4384.321777,97.016228,-108.699051,157.867889,230.831512,0.03521,0.030445,131.677414,-0.008104,0.047696,-0.002394,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.535324,4139.757324,4140.951172,1.843692,0.600071,1.843692,0.600071,4140,4140,4383.936035,96.787613,-142.623596,157.800888,231.173553,0.032452,0.016639,78.704124,-0.008833,0.040949,0.001801,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.340591,4139.893555,4141.086914,1.525043,0.488055,1.525043,0.488055,4140,4140,4383.054199,96.403656,-198.476288,157.699554,231.730362,0.023051,-0.003627,11.715856,-0.008572,0.036874,0.005151,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.239952,4139.818359,4141.011719,1.327318,0.381157,1.327318,0.381157,4140,4140,4382.364746,96.165749,-231.92009,157.659927,232.063141,0.017908,-0.011743,-36.201427,-0.006972,0.030501,0.010218,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.091553,4139.4375,4140.630859,1.027896,0.190287,1.027896,0.190287,4140,4140,4380.995605,95.774696,-284.859497,157.653046,232.586975,0.009198,-0.014596,-86.909714,-0.005445,0.026546,0.012199,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.027634,4139.05127,4140.244629,0.847344,0.086792,0.847344,0.086792,4140,4140,4380.034668,95.539589,-315.299927,157.682434,232.886841,0.006515,-0.010582,-118.489243,-0.002718,0.020558,0.012543,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.936783,4138.228027,4139.421387,0.590491,-0.016282,0.590491,-0.016282,4140,4140,4378.339844,95.174568,-360.700928,157.760559,233.328949,0.0064,0.001171,-164.397186,-0.00124,0.016947,0.011074,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.89035,4137.563965,4138.757324,0.43017,-0.041729,0.43017,-0.041729,4140,4140,4377.14209,94.94352,-387.964417,157.816696,233.594101,0.008084,0.009567,-193.315933,2.33E-04,0.01181,0.007168,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.829628,4136.271973,4137.465332,0.195831,-0.018841,0.195831,-0.018841,4140,4140,4375.037598,94.575836,-429.362,157.887421,233.993851,0.013729,0.019628,-239.111542,5.96E-04,0.008603,0.004361,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.800453,4135.295898,4136.489258,0.04651,0.022153,0.04651,0.022153,4140,4140,4373.5625,94.340225,-454.46225,157.909073,234.236801,0.0171,0.022049,-267.498413,2.69E-04,0.003917,8.25E-04,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.770454,4133.589844,4134.783691,-0.164082,0.091065,-0.164082,0.091065,4140,4140,4371.129883,93.981911,-490.889496,157.896408,234.588684,0.020602,0.018216,-309.491913,-3.16E-04,9.30E-04,-2.58E-04,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.76181,4132.36084,4133.554688,-0.296453,0.121619,-0.296453,0.121619,4130,4130,4369.45459,93.752907,-513.090271,157.862228,234.803345,0.02106,0.011667,-335.388794,-0.001301,-0.003282,3.75E-04,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.759109,4130.400391,4131.59375,-0.466647,0.124563,-0.466647,0.124563,4130,4130,4366.884277,93.424126,-543.218811,157.792267,235.098129,0.019083,-7.32E-04,-372.102631,-0.001737,-0.005929,0.002084,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.759644,4128.129883,4129.323242,-0.634256,0.071906,-0.634256,0.071906,4130,4130,4364.015137,93.083649,-572.171753,157.717926,235.385864,0.014806,-0.013083,-408.367828,-0.001779,-0.009333,0.005582,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.786278,4126.616699,4127.810059,-0.733114,0.016629,-0.733114,0.016629,4130,4130,4362.15918,92.875854,-588.85321,157.683243,235.551773,0.011503,-0.018452,-430.444336,-0.001027,-0.012685,0.009299,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.817657,4124.038086,4125.231445,-0.867043,-0.084847,-0.867043,-0.084847,4130,4130,4359.066895,92.548004,-613.409058,157.658371,235.796585,0.007171,-0.021432,-463.765503,-2.38E-04,-0.014662,0.011034,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.841484,4122.274414,4123.467773,-0.947763,-0.146052,-0.947763,-0.146052,4120,4120,4356.997559,92.339684,-627.670837,157.662689,235.94017,0.00549,-0.019809,-484.262573,0.001212,-0.017341,0.012277,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.876953,4119.661133,4120.854492,-1.044785,-0.204592,-1.044785,-0.204592,4120,4120,4353.988281,92.050491,-645.905396,157.68898,236.122681,0.00499,-0.014032,-511.814606,0.002086,-0.018955,0.012061,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.90789,4117.661621,4118.855469,-1.110725,-0.222407,-1.110725,-0.222407,4120,4120,4351.723633,91.842339,-657.772095,157.715073,236.241409,0.00607,-0.00872,-530.756958,0.002923,-0.020896,0.010747,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.94754,4114.672852,4115.866211,-1.192175,-0.209215,-1.192175,-0.209215,4120,4120,4348.394531,91.549324,-673.019348,157.746536,236.390427,0.008868,-0.002194,-556.454224,0.003177,-0.022215,0.009442,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
74.977119,4112.529785,4113.723145,-1.244557,-0.180765,-1.244557,-0.180765,4110,4110,4346.041016,91.350533,-682.329163,157.756378,236.479706,0.010915,2.77E-04,-572.962402,0.002989,-0.023844,0.007869,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.020836,4109.441895,4110.635254,-1.30701,-0.131743,-1.30701,-0.131743,4110,4110,4342.694336,91.07869,-693.926514,157.747284,236.586868,0.013391,-9.50E-05,-594.603821,0.002582,-0.024891,0.007377,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.068542,4106.080566,4107.273926,-1.367351,-0.089685,-1.367351,-0.089685,4110,4110,4339.099609,90.79953,-704.466858,157.711136,236.67952,0.014264,-0.00473,-615.430908,0.001882,-0.02614,0.007832,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.100327,4103.853027,4105.046387,-1.403352,-0.076727,-1.403352,-0.076727,4110,4110,4336.740723,90.622971,-710.60022,157.678604,236.729095,0.013831,-0.009078,-627.820923,0.001281,-0.027347,0.009639,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.147202,4100.542969,4101.736816,-1.446034,-0.084187,-1.446034,-0.084187,4100,4100,4333.266113,90.371819,-718.499268,157.630386,236.78714,0.012009,-0.015309,-644.446594,0.001096,-0.028067,0.011266,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.179985,4098.23584,4099.429199,-1.472739,-0.103772,-1.472739,-0.103772,4100,4100,4330.862793,90.203934,-723.185852,157.602615,236.817261,0.010466,-0.018522,-654.890137,0.001203,-0.028921,0.013676,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.230293,4094.626709,4095.820068,-1.506216,-0.145715,-1.506216,-0.145715,4100,4100,4327.129395,89.951927,-729.445923,157.576706,236.848312,0.008284,-0.020436,-669.513611,0.001482,-0.029455,0.015065,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.278366,4091.054932,4092.248291,-1.532311,-0.1837,-1.532311,-0.1837,4090.000244,4090,4323.469238,89.714569,-734.380859,157.572723,236.860748,0.007135,-0.018676,-682.550293,0.002082,-0.030124,0.01636,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.307854,4088.65332,4089.846924,-1.545841,-0.19944,-1.545841,-0.19944,4090.000244,4090,4321.016602,89.560539,-737.082642,157.579178,236.859619,0.007131,-0.016011,-689.936157,0.002624,-0.030646,0.01656,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.352539,4085.111572,4086.304932,-1.55901,-0.201445,-1.55901,-0.201445,4090.000244,4090,4317.425293,89.341835,-740.16803,157.594269,236.845337,0.008168,-0.011273,-700.164001,0.002849,-0.030917,0.016237,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.379662,4082.662354,4083.855713,-1.565842,-0.18926,-1.565842,-0.18926,4080.000244,4080,4314.955078,89.195839,-741.72937,157.603638,236.827652,0.009339,-0.008294,-706.506714,0.002878,-0.03118,0.015482,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.419449,4078.861816,4080.055176,-1.573096,-0.154962,-1.573096,-0.154962,4080.000244,4080,4311.138672,88.976974,-743.458435,157.608795,236.789597,0.011311,-0.005411,-715.007385,0.002704,-0.031317,0.015014,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.444351,4076.483887,4077.67749,-1.576417,-0.129151,-1.576417,-0.129151,4080.000244,4080,4308.762695,88.844635,-744.180847,157.604279,236.76033,0.012403,-0.004966,-719.740662,0.002214,-0.031462,0.014756,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.479454,4072.642578,4073.835938,-1.57959,-0.092517,-1.57959,-0.092517,4070.000244,4070,4304.936035,88.637566,-744.91095,157.584946,236.705978,0.013384,-0.006325,-726.21283,0.001845,-0.031528,0.014982,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.498528,4068.890381,4070.08374,-1.580838,-0.070336,-1.580838,-0.070336,4070.000244,4070,4301.210449,88.442833,-745.198242,157.556839,236.64621,0.013379,-0.009154,-731.240173,0.001322,-0.031592,0.015948,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
75.533005,4066.380127,4067.573486,-1.580622,-0.0654,-1.580622,-0.0654,4070.000244,4070,4298.726563,88.316612,-745.201111,157.537125,236.603348,0.012909,-0.01116,-734.201477,0.001005,-0.031617,0.017354,0,0.3, set /instrumentation/heading-indicator/serviceable true, decent_to_1000ft
